date,unit_value,accum_value,daily_ret_pct
2010-08-17,1.0,,
2010-08-18,1.0,,
2010-08-25,1.0,,
2010-08-26,1.0,,
2010-09-02,0.999,,
2010-09-09,0.998,,
2010-09-16,0.997,,
2010-09-20,0.999,,
2010-09-26,1.014,,
2010-09-27,1.012,,
2010-09-28,1.016,,
2010-09-29,1.025,,
2010-10-07,1.032,,
2010-10-10,1.039,,
2010-10-11,1.035,,
2010-10-12,1.043,,
2010-10-13,1.057,,
2010-10-14,1.051,,
2010-10-17,1.04,,
2010-10-18,1.037,,
2010-10-19,1.038,,
2010-10-20,1.034,,
2010-10-21,1.032,,
2010-10-24,1.045,,
2010-10-25,1.038,,
2010-10-26,1.03,,
2010-10-27,1.033,,
2010-10-28,1.032,,
2010-10-31,1.05,,
2010-11-01,1.055,,
2010-11-02,1.062,,
2010-11-03,1.068,,
2010-11-04,1.077,,
2010-11-07,1.082,,
2010-11-08,1.079,,
2010-11-09,1.072,,
2010-11-10,1.07,,
2010-11-11,1.041,,
2010-11-14,1.037,,
2010-11-15,1.02,,
2010-11-16,0.995,,
2010-11-17,1.025,,
2010-11-18,1.031,,
2010-11-21,1.034,,
2010-11-22,1.012,,
2010-11-23,1.021,,
2010-11-24,1.025,,
2010-11-25,1.011,,
2010-11-28,1.015,,
2010-11-29,1.012,,
2010-11-30,1.019,,
2010-12-01,1.036,,
2010-12-02,1.042,,
2010-12-05,1.045,,
2010-12-06,1.055,,
2010-12-07,1.041,,
2010-12-08,1.04,,
2010-12-09,1.034,,
2010-12-12,1.038,,
2010-12-13,1.048,,
2010-12-14,1.039,,
2010-12-15,1.025,,
2010-12-16,1.029,,
2010-12-19,1.022,,
2010-12-20,1.027,,
2010-12-21,1.032,,
2010-12-22,1.025,,
2010-12-23,1.018,,
2010-12-26,1.014,,
2010-12-27,1.009,,
2010-12-28,1.02,,
2010-12-29,1.026,,
2010-12-30,1.031,,
2011-01-03,1.049,,
2011-01-04,1.05,,
2011-01-05,1.049,,
2011-01-06,1.04,,
2011-01-09,1.034,,
2011-01-10,1.036,,
2011-01-11,1.05,,
2011-01-12,1.05,,
2011-01-13,1.046,,
2011-01-16,1.037,,
2011-01-17,1.043,,
2011-01-18,1.048,,
2011-01-19,1.028,,
2011-01-20,1.014,,
2011-01-23,1.02,,
2011-01-24,1.024,,
2011-01-25,1.025,,
2011-01-26,1.027,,
2011-01-27,1.018,,
2011-01-30,1.014,,
2011-01-31,1.02,,
2011-02-08,1.001,,
2011-02-09,0.99,,
2011-02-10,1.004,,
2011-02-13,1.014,,
2011-02-14,1.013,,
2011-02-15,1.016,,
2011-02-16,1.025,,
2011-02-17,1.028,,
2011-02-20,1.025,,
2011-02-21,1.006,,
2011-02-22,0.997,,
2011-02-23,0.992,,
2011-02-24,0.995,,
2011-02-27,0.998,,
2011-02-28,1.001,,
2011-03-01,0.999,,
2011-03-02,1.004,,
2011-03-03,1.009,,
2011-03-06,1.004,,
2011-03-07,1.007,,
2011-03-08,1.007,,
2011-03-09,0.99,,
2011-03-10,0.981,,
2011-03-13,0.992,,
2011-03-14,0.975,,
2011-03-15,0.978,,
2011-03-16,0.963,,
2011-03-17,0.969,,
2011-03-20,0.982,,
2011-03-21,0.99,,
2011-03-22,0.99,,
2011-03-23,1.004,,
2011-03-24,1.009,,
2011-03-27,1.009,,
2011-03-28,1.015,,
2011-03-29,1.023,,
2011-03-30,1.026,,
2011-03-31,1.03,,
2011-04-05,1.044,,
2011-04-06,1.042,,
2011-04-07,1.049,,
2011-04-10,1.047,,
2011-04-11,1.029,,
2011-04-12,1.039,,
2011-04-13,1.041,,
2011-04-14,1.039,,
2011-04-17,1.033,,
2011-04-18,1.026,,
2011-04-19,1.046,,
2011-04-20,1.058,,
2011-04-21,1.057,,
2011-04-24,1.058,,
2011-04-25,1.055,,
2011-04-26,1.041,,
2011-04-27,1.041,,
2011-04-28,1.036,,
2011-05-02,1.022,,
2011-05-03,1.005,,
2011-05-04,1.004,,
2011-05-05,1.009,,
2011-05-08,1.014,,
2011-05-09,1.014,,
2011-05-10,1.022,,
2011-05-11,1.005,,
2011-05-12,1.007,,
2011-05-15,1.0,,
2011-05-16,0.999,,
2011-05-17,1.009,,
2011-05-18,1.007,,
2011-05-19,1.003,,
2011-05-22,0.979,,
2011-05-23,0.985,,
2011-05-24,0.976,,
2011-05-25,0.991,,
2011-05-26,0.996,,
2011-05-29,0.999,,
2011-05-30,1.015,,
2011-05-31,1.016,,
2011-06-01,1.008,,
2011-06-02,1.003,,
2011-06-06,0.997,,
2011-06-07,0.988,,
2011-06-08,0.981,,
2011-06-09,0.973,,
2011-06-12,0.971,,
2011-06-13,0.982,,
2011-06-14,0.979,,
2011-06-15,0.964,,
2011-06-16,0.957,,
2011-06-19,0.947,,
2011-06-20,0.96,,
2011-06-21,0.965,,
2011-06-22,0.963,,
2011-06-23,0.97,,
2011-06-26,0.968,,
2011-06-27,0.971,,
2011-06-28,0.984,,
2011-06-29,0.996,,
2011-06-30,0.999,,
2011-07-03,1.012,,
2011-07-04,1.011,,
2011-07-05,1.008,,
2011-07-06,1.014,,
2011-07-07,1.018,,
2011-07-10,1.004,,
2011-07-11,0.983,,
2011-07-12,0.998,,
2011-07-13,1.002,,
2011-07-14,1.003,,
2011-07-17,1.0,,
2011-07-18,0.996,,
2011-07-19,0.998,,
2011-07-20,0.994,,
2011-07-21,1.005,,
2011-07-24,0.999,,
2011-07-25,1.008,,
2011-07-26,1.011,,
2011-07-27,1.009,,
2011-07-28,0.998,,
2011-07-31,1.005,,
2011-08-01,0.992,,
2011-08-02,0.979,,
2011-08-03,0.964,,
2011-08-04,0.937,,
2011-08-07,0.91,,
2011-08-08,0.907,,
2011-08-09,0.909,,
2011-08-10,0.908,,
2011-08-11,0.909,,
2011-08-14,0.926,,
2011-08-15,0.928,,
2011-08-16,0.93,,
2011-08-17,0.913,,
2011-08-18,0.89,,
2011-08-21,0.878,,
2011-08-22,0.896,,
2011-08-23,0.889,,
2011-08-24,0.892,,
2011-08-25,0.889,,
2011-08-28,0.904,,
2011-08-29,0.916,,
2011-08-30,0.932,,
2011-08-31,0.933,,
2011-09-01,0.926,,
2011-09-04,0.911,,
2011-09-05,0.908,,
2011-09-06,0.92,,
2011-09-07,0.918,,
2011-09-08,0.909,,
2011-09-12,0.887,,
2011-09-13,0.873,,
2011-09-14,0.875,,
2011-09-15,0.887,,
2011-09-18,0.868,,
2011-09-19,0.865,,
2011-09-20,0.86,,
2011-09-21,0.825,,
2011-09-22,0.818,,
2011-09-25,0.798,,
2011-09-26,0.825,,
2011-09-27,0.824,,
2011-09-28,0.824,,
2011-09-29,0.81,,
2011-10-09,0.821,,
2011-10-10,0.829,,
2011-10-11,0.837,,
2011-10-12,0.852,,
2011-10-13,0.85,,
2011-10-16,0.86,,
2011-10-17,0.841,,
2011-10-18,0.844,,
2011-10-19,0.829,,
2011-10-20,0.835,,
2011-10-23,0.855,,
2011-10-24,0.856,,
2011-10-25,0.861,,
2011-10-26,0.89,,
2011-10-27,0.894,,
2011-10-30,0.878,,
2011-10-31,0.862,,
2011-11-01,0.869,,
2011-11-02,0.86,,
2011-11-03,0.878,,
2011-11-06,0.875,,
2011-11-07,0.873,,
2011-11-08,0.87,,
2011-11-09,0.842,,
2011-11-10,0.85,,
2011-11-13,0.861,,
2011-11-14,0.859,,
2011-11-15,0.85,,
2011-11-16,0.847,,
2011-11-17,0.834,,
2011-11-20,0.819,,
2011-11-21,0.819,,
2011-11-22,0.804,,
2011-11-23,0.806,,
2011-11-24,0.796,,
2011-11-27,0.807,,
2011-11-28,0.818,,
2011-11-29,0.817,,
2011-11-30,0.842,,
2011-12-01,0.841,,
2011-12-04,0.842,,
2011-12-05,0.833,,
2011-12-06,0.837,,
2011-12-07,0.83,,
2011-12-08,0.816,,
2011-12-11,0.811,,
2011-12-12,0.804,,
2011-12-13,0.797,,
2011-12-14,0.788,,
2011-12-15,0.797,,
2011-12-18,0.785,,
2011-12-19,0.788,,
2011-12-20,0.802,,
2011-12-21,0.8,,
2011-12-22,0.811,,
2011-12-25,0.809,,
2011-12-26,0.807,,
2011-12-27,0.799,,
2011-12-28,0.799,,
2011-12-29,0.799,,
2011-12-30,0.799,,
2012-01-03,0.814,,
2012-01-04,0.814,,
2012-01-05,0.805,,
2012-01-08,0.809,,
2012-01-09,0.818,,
2012-01-10,0.821,,
2012-01-11,0.823,,
2012-01-12,0.823,,
2012-01-15,0.817,,
2012-01-16,0.834,,
2012-01-17,0.837,,
2012-01-18,0.844,,
2012-01-19,0.845,,
2012-01-29,0.845,,
2012-01-30,0.851,,
2012-01-31,0.855,,
2012-02-01,0.866,,
2012-02-02,0.868,,
2012-02-05,0.867,,
2012-02-06,0.867,,
2012-02-07,0.875,,
2012-02-08,0.881,,
2012-02-09,0.87,,
2012-02-12,0.873,,
2012-02-13,0.869,,
2012-02-14,0.877,,
2012-02-15,0.87,,
2012-02-16,0.875,,
2012-02-19,0.876,,
2012-02-20,0.877,,
2012-02-21,0.882,,
2012-02-22,0.879,,
2012-02-23,0.878,,
2012-02-26,0.871,,
2012-02-27,0.879,,
2012-02-28,0.886,,
2012-02-29,0.883,,
2012-03-01,0.892,,
2012-03-04,0.888,,
2012-03-05,0.874,,
2012-03-06,0.875,,
2012-03-07,0.885,,
2012-03-08,0.89,,
2012-03-11,0.888,,
2012-03-12,0.895,,
2012-03-13,0.896,,
2012-03-14,0.897,,
2012-03-15,0.897,,
2012-03-18,0.894,,
2012-03-19,0.886,,
2012-03-20,0.883,,
2012-03-21,0.883,,
2012-03-22,0.879,,
2012-03-25,0.875,,
2012-03-26,0.883,,
2012-03-27,0.885,,
2012-03-28,0.883,,
2012-03-29,0.887,,
2012-03-30,0.887,,
2012-04-04,0.896,,
2012-04-05,0.896,,
2012-04-08,0.893,,
2012-04-09,0.884,,
2012-04-10,0.881,,
2012-04-11,0.889,,
2012-04-12,0.891,,
2012-04-15,0.89,,
2012-04-16,0.888,,
2012-04-17,0.892,,
2012-04-18,0.896,,
2012-04-19,0.899,,
2012-04-22,0.887,,
2012-04-23,0.884,,
2012-04-24,0.885,,
2012-04-25,0.892,,
2012-04-26,0.895,,
2012-05-01,0.905,,
2012-05-02,0.901,,
2012-05-03,0.893,,
2012-05-06,0.884,,
2012-05-07,0.883,,
2012-05-08,0.877,,
2012-05-09,0.879,,
2012-05-10,0.876,,
2012-05-13,0.869,,
2012-05-14,0.87,,
2012-05-15,0.852,,
2012-05-16,0.853,,
2012-05-17,0.842,,
2012-05-20,0.845,,
2012-05-21,0.85,,
2012-05-22,0.845,,
2012-05-23,0.845,,
2012-05-24,0.846,,
2012-05-27,0.852,,
2012-05-28,0.862,,
2012-05-29,0.855,,
2012-05-30,0.852,,
2012-05-31,0.847,,
2012-06-03,0.832,,
2012-06-04,0.834,,
2012-06-05,0.841,,
2012-06-06,0.846,,
2012-06-07,0.85,,
2012-06-10,0.853,,
2012-06-11,0.856,,
2012-06-12,0.86,,
2012-06-13,0.855,,
2012-06-14,0.861,,
2012-06-17,0.864,,
2012-06-18,0.866,,
2012-06-19,0.867,,
2012-06-20,0.851,,
2012-06-24,0.847,,
2012-06-25,0.848,,
2012-06-26,0.854,,
2012-06-27,0.85,,
2012-06-28,0.861,,
2012-06-29,0.861,,
2012-07-01,0.861,,
2012-07-02,0.867,,
2012-07-03,0.871,,
2012-07-04,0.872,,
2012-07-05,0.876,,
2012-07-08,0.869,,
2012-07-09,0.869,,
2012-07-10,0.871,,
2012-07-11,0.862,,
2012-07-12,0.868,,
2012-07-15,0.867,,
2012-07-16,0.876,,
2012-07-17,0.869,,
2012-07-18,0.872,,
2012-07-19,0.874,,
2012-07-22,0.862,,
2012-07-23,0.861,,
2012-07-24,0.856,,
2012-07-25,0.862,,
2012-07-26,0.873,,
2012-07-29,0.875,,
2012-07-30,0.879,,
2012-07-31,0.883,,
2012-08-01,0.878,,
2012-08-02,0.881,,
2012-08-05,0.886,,
2012-08-06,0.883,,
2012-08-07,0.885,,
2012-08-08,0.887,,
2012-08-09,0.887,,
2012-08-12,0.883,,
2012-08-13,0.884,,
2012-08-14,0.88,,
2012-08-15,0.886,,
2012-08-16,0.887,,
2012-08-19,0.888,,
2012-08-20,0.891,,
2012-08-21,0.885,,
2012-08-22,0.888,,
2012-08-23,0.885,,
2012-08-26,0.881,,
2012-08-27,0.882,,
2012-08-28,0.886,,
2012-08-29,0.879,,
2012-08-30,0.881,,
2012-09-02,0.882,,
2012-09-03,0.877,,
2012-09-04,0.875,,
2012-09-05,0.882,,
2012-09-06,0.889,,
2012-09-09,0.888,,
2012-09-10,0.892,,
2012-09-11,0.897,,
2012-09-12,0.901,,
2012-09-13,0.911,,
2012-09-16,0.907,,
2012-09-17,0.899,,
2012-09-18,0.906,,
2012-09-19,0.9,,
2012-09-20,0.904,,
2012-09-23,0.903,,
2012-09-24,0.903,,
2012-09-25,0.892,,
2012-09-26,0.9,,
2012-09-27,0.907,,
2012-09-29,0.907,,
2012-10-07,0.914,,
2012-10-08,0.914,,
2012-10-09,0.914,,
2012-10-10,0.913,,
2012-10-11,0.911,,
2012-10-14,0.909,,
2012-10-15,0.913,,
2012-10-16,0.914,,
2012-10-17,0.914,,
2012-10-18,0.911,,
2012-10-21,0.915,,
2012-10-22,0.912,,
2012-10-23,0.912,,
2012-10-24,0.91,,
2012-10-25,0.904,,
2012-10-28,0.907,,
2012-10-29,0.908,,
2012-10-30,0.914,,
2012-10-31,0.924,,
2012-11-01,0.928,,
2012-11-04,0.929,,
2012-11-05,0.93,,
2012-11-06,0.927,,
2012-11-07,0.917,,
2012-11-08,0.912,,
2012-11-11,0.911,,
2012-11-12,0.903,,
2012-11-13,0.905,,
2012-11-14,0.901,,
2012-11-15,0.903,,
2012-11-18,0.914,,
2012-11-19,0.915,,
2012-11-20,0.917,,
2012-11-21,0.92,,
2012-11-22,0.926,,
2012-11-25,0.924,,
2012-11-26,0.918,,
2012-11-27,0.918,,
2012-11-28,0.924,,
2012-11-29,0.925,,
2012-12-02,0.921,,
2012-12-03,0.913,,
2012-12-04,0.93,,
2012-12-05,0.936,,
2012-12-06,0.938,,
2012-12-09,0.939,,
2012-12-10,0.94,,
2012-12-11,0.946,,
2012-12-12,0.939,,
2012-12-13,0.942,,
2012-12-16,0.94,,
2012-12-17,0.94,,
2012-12-18,0.942,,
2012-12-19,0.942,,
2012-12-20,0.94,,
2012-12-23,0.939,,
2012-12-24,0.939,,
2012-12-25,0.939,,
2012-12-26,0.945,,
2012-12-27,0.946,,
2012-12-30,0.951,,
2013-01-03,0.984,,
2013-01-06,0.987,,
2013-01-07,0.981,,
2013-01-08,0.991,,
2013-01-09,0.993,,
2013-01-10,0.989,,
2013-01-13,0.996,,
2013-01-14,1.001,,
2013-01-15,1.004,,
2013-01-16,1.003,,
2013-01-17,1.011,,
2013-01-20,1.018,,
2013-01-21,1.026,,
2013-01-22,1.027,,
2013-01-23,1.029,,
2013-01-24,1.022,,
2013-01-27,1.026,,
2013-01-28,1.03,,
2013-01-29,1.034,,
2013-01-30,1.029,,
2013-01-31,1.036,,
2013-02-03,1.038,,
2013-02-04,1.026,,
2013-02-05,1.031,,
2013-02-06,1.021,,
2013-02-07,1.027,,
2013-02-17,1.043,,
2013-02-18,1.032,,
2013-02-19,1.031,,
2013-02-20,1.02,,
2013-02-21,1.02,,
2013-02-24,1.014,,
2013-02-25,1.003,,
2013-02-26,1.012,,
2013-02-27,1.025,,
2013-02-28,1.032,,
2013-03-03,1.029,,
2013-03-04,1.039,,
2013-03-05,1.048,,
2013-03-06,1.054,,
2013-03-07,1.06,,
2013-03-10,1.061,,
2013-03-11,1.043,,
2013-03-12,1.038,,
2013-03-13,1.053,,
2013-03-14,1.049,,
2013-03-17,1.038,,
2013-03-18,1.043,,
2013-03-19,1.057,,
2013-03-20,1.054,,
2013-03-21,1.064,,
2013-03-24,1.063,,
2013-03-25,1.067,,
2013-03-26,1.077,,
2013-03-27,1.074,,
2013-03-28,1.073,,
2013-03-31,1.071,,
2013-04-01,1.067,,
2013-04-02,1.069,,
2013-04-07,1.055,,
2013-04-08,1.058,,
2013-04-09,1.067,,
2013-04-10,1.072,,
2013-04-11,1.077,,
2013-04-14,1.06,,
2013-04-15,1.056,,
2013-04-16,1.054,,
2013-04-17,1.051,,
2013-04-18,1.064,,
2013-04-21,1.069,,
2013-04-22,1.063,,
2013-04-23,1.074,,
2013-04-24,1.071,,
2013-04-25,1.065,,
2013-05-01,1.086,,
2013-05-02,1.09,,
2013-05-05,1.102,,
2013-05-06,1.113,,
2013-05-07,1.114,,
2013-05-08,1.114,,
2013-05-09,1.122,,
2013-05-12,1.115,,
2013-05-13,1.12,,
2013-05-14,1.132,,
2013-05-15,1.133,,
2013-05-16,1.132,,
2013-05-19,1.141,,
2013-05-20,1.129,,
2013-05-21,1.116,,
2013-05-22,1.095,,
2013-05-23,1.108,,
2013-05-26,1.13,,
2013-05-27,1.144,,
2013-05-28,1.137,,
2013-05-29,1.138,,
2013-05-30,1.136,,
2013-06-02,1.128,,
2013-06-03,1.142,,
2013-06-04,1.138,,
2013-06-05,1.133,,
2013-06-06,1.128,,
2013-06-12,1.101,,
2013-06-13,1.101,,
2013-06-16,1.113,,
2013-06-17,1.126,,
2013-06-18,1.12,,
2013-06-19,1.095,,
2013-06-20,1.095,,
2013-06-23,1.055,,
2013-06-24,1.041,,
2013-06-25,1.071,,
2013-06-26,1.071,,
2013-06-27,1.087,,
2013-06-29,1.087,,
2013-06-30,1.088,,
2013-07-01,1.089,,
2013-07-02,1.067,,
2013-07-03,1.073,,
2013-07-04,1.084,,
2013-07-07,1.084,,
2013-07-08,1.083,,
2013-07-09,1.084,,
2013-07-10,1.106,,
2013-07-11,1.111,,
2013-07-14,1.124,,
2013-07-15,1.128,,
2013-07-16,1.127,,
2013-07-17,1.131,,
2013-07-18,1.123,,
2013-07-21,1.122,,
2013-07-22,1.14,,
2013-07-23,1.149,,
2013-07-24,1.149,,
2013-07-25,1.151,,
2013-07-28,1.139,,
2013-07-29,1.146,,
2013-07-30,1.147,,
2013-07-31,1.159,,
2013-08-01,1.163,,
2013-08-04,1.167,,
2013-08-05,1.16,,
2013-08-06,1.147,,
2013-08-07,1.148,,
2013-08-08,1.158,,
2013-08-11,1.167,,
2013-08-12,1.177,,
2013-08-13,1.174,,
2013-08-14,1.155,,
2013-08-15,1.16,,
2013-08-18,1.163,,
2013-08-19,1.148,,
2013-08-20,1.144,,
2013-08-21,1.15,,
2013-08-22,1.155,,
2013-08-25,1.167,,
2013-08-26,1.162,,
2013-08-27,1.146,,
2013-08-28,1.155,,
2013-08-29,1.154,,
2013-09-01,1.156,,
2013-09-02,1.166,,
2013-09-03,1.164,,
2013-09-04,1.168,,
2013-09-05,1.168,,
2013-09-08,1.168,,
2013-09-09,1.177,,
2013-09-10,1.181,,
2013-09-11,1.172,,
2013-09-12,1.171,,
2013-09-15,1.183,,
2013-09-16,1.19,,
2013-09-17,1.191,,
2013-09-22,1.198,,
2013-09-23,1.189,,
2013-09-24,1.201,,
2013-09-25,1.202,,
2013-09-26,1.2,,
2013-09-29,1.197,,
2013-10-07,1.218,,
2013-10-08,1.222,,
2013-10-09,1.224,,
2013-10-10,1.233,,
2013-10-13,1.232,,
2013-10-14,1.235,,
2013-10-15,1.236,,
2013-10-16,1.243,,
2013-10-17,1.256,,
2013-10-20,1.263,,
2013-10-21,1.259,,
2013-10-22,1.242,,
2013-10-23,1.242,,
2013-10-24,1.228,,
2013-10-27,1.221,,
2013-10-28,1.217,,
2013-10-29,1.227,,
2013-10-30,1.225,,
2013-10-31,1.233,,
2013-11-03,1.235,,
2013-11-04,1.234,,
2013-11-05,1.223,,
2013-11-06,1.212,,
2013-11-07,1.21,,
2013-11-10,1.218,,
2013-11-11,1.217,,
2013-11-12,1.215,,
2013-11-13,1.225,,
2013-11-14,1.249,,
2013-11-17,1.264,,
2013-11-18,1.26,,
2013-11-19,1.265,,
2013-11-20,1.27,,
2013-11-21,1.279,,
2013-11-24,1.285,,
2013-11-25,1.287,,
2013-11-26,1.299,,
2013-11-27,1.301,,
2013-11-28,1.311,,
2013-12-01,1.318,,
2013-12-02,1.321,,
2013-12-03,1.327,,
2013-12-04,1.331,,
2013-12-05,1.33,,
2013-12-08,1.334,,
2013-12-09,1.339,,
2013-12-10,1.325,,
2013-12-11,1.324,,
2013-12-12,1.337,,
2013-12-15,1.33,,
2013-12-16,1.321,,
2013-12-17,1.33,,
2013-12-18,1.328,,
2013-12-19,1.319,,
2013-12-22,1.323,,
2013-12-23,1.338,,
2013-12-24,1.338,,
2013-12-25,1.338,,
2013-12-26,1.346,,
2013-12-29,1.355,,
2013-12-30,1.364,,
2014-01-01,1.369,,
2014-01-02,1.363,,
2014-01-05,1.363,,
2014-01-06,1.367,,
2014-01-07,1.384,,
2014-01-08,1.376,,
2014-01-09,1.374,,
2014-01-12,1.376,,
2014-01-13,1.382,,
2014-01-14,1.375,,
2014-01-15,1.375,,
2014-01-16,1.385,,
2014-01-19,1.379,,
2014-01-20,1.381,,
2014-01-21,1.39,,
2014-01-22,1.382,,
2014-01-23,1.353,,
2014-01-26,1.333,,
2014-01-27,1.348,,
2014-01-28,1.356,,
2014-01-29,1.359,,
2014-02-06,1.355,,
2014-02-09,1.364,,
2014-02-10,1.374,,
2014-02-11,1.389,,
2014-02-12,1.396,,
2014-02-13,1.407,,
2014-02-16,1.411,,
2014-02-17,1.416,,
2014-02-18,1.419,,
2014-02-19,1.414,,
2014-02-20,1.421,,
2014-02-23,1.416,,
2014-02-24,1.414,,
2014-02-25,1.428,,
2014-02-26,1.446,,
2014-02-27,1.451,,
2014-03-02,1.436,,
2014-03-03,1.454,,
2014-03-04,1.459,,
2014-03-05,1.461,,
2014-03-06,1.455,,
2014-03-09,1.449,,
2014-03-10,1.455,,
2014-03-11,1.44,,
2014-03-12,1.434,,
2014-03-13,1.413,,
2014-03-16,1.408,,
2014-03-17,1.431,,
2014-03-18,1.431,,
2014-03-19,1.424,,
2014-03-20,1.416,,
2014-03-23,1.415,,
2014-03-24,1.4,,
2014-03-25,1.399,,
2014-03-26,1.375,,
2014-03-27,1.38,,
2014-03-30,1.387,,
2014-03-31,1.411,,
2014-04-01,1.408,,
2014-04-02,1.397,,
2014-04-03,1.383,,
2014-04-07,1.371,,
2014-04-08,1.385,,
2014-04-09,1.393,,
2014-04-10,1.377,,
2014-04-13,1.378,,
2014-04-14,1.37,,
2014-04-15,1.373,,
2014-04-16,1.375,,
2014-04-17,1.375,,
2014-04-20,1.376,,
2014-04-21,1.382,,
2014-04-22,1.385,,
2014-04-23,1.386,,
2014-04-24,1.378,,
2014-04-27,1.363,,
2014-04-28,1.36,,
2014-04-29,1.351,,
2014-05-04,1.358,,
2014-05-05,1.355,,
2014-05-06,1.339,,
2014-05-07,1.335,,
2014-05-08,1.332,,
2014-05-11,1.346,,
2014-05-12,1.351,,
2014-05-13,1.354,,
2014-05-14,1.359,,
2014-05-15,1.355,,
2014-05-18,1.359,,
2014-05-19,1.365,,
2014-05-20,1.37,,
2014-05-21,1.383,,
2014-05-22,1.383,,
2014-05-25,1.388,,
2014-05-26,1.386,,
2014-05-27,1.387,,
2014-05-28,1.381,,
2014-05-29,1.386,,
2014-06-02,1.391,,
2014-06-03,1.385,,
2014-06-04,1.389,,
2014-06-05,1.386,,
2014-06-08,1.389,,
2014-06-09,1.397,,
2014-06-10,1.403,,
2014-06-11,1.398,,
2014-06-12,1.407,,
2014-06-15,1.407,,
2014-06-16,1.401,,
2014-06-17,1.402,,
2014-06-18,1.399,,
2014-06-19,1.401,,
2014-06-22,1.395,,
2014-06-23,1.395,,
2014-06-24,1.401,,
2014-06-25,1.41,,
2014-06-26,1.414,,
2014-06-29,1.413,,
2014-06-30,1.417,,
2014-07-01,1.427,,
2014-07-02,1.433,,
2014-07-03,1.435,,
2014-07-06,1.43,,
2014-07-07,1.42,,
2014-07-08,1.411,,
2014-07-09,1.411,,
2014-07-10,1.412,,
2014-07-13,1.416,,
2014-07-14,1.418,,
2014-07-15,1.423,,
2014-07-16,1.414,,
2014-07-17,1.418,,
2014-07-20,1.417,,
2014-07-21,1.428,,
2014-07-22,1.431,,
2014-07-23,1.436,,
2014-07-24,1.436,,
2014-07-27,1.439,,
2014-07-28,1.437,,
2014-07-29,1.437,,
2014-07-30,1.426,,
2014-07-31,1.42,,
2014-08-03,1.424,,
2014-08-04,1.422,,
2014-08-05,1.424,,
2014-08-06,1.417,,
2014-08-07,1.412,,
2014-08-10,1.425,,
2014-08-11,1.429,,
2014-08-12,1.44,,
2014-08-13,1.438,,
2014-08-14,1.441,,
2014-08-17,1.441,,
2014-08-18,1.456,,
2014-08-19,1.459,,
2014-08-20,1.461,,
2014-08-21,1.47,,
2014-08-24,1.489,,
2014-08-25,1.484,,
2014-08-26,1.476,,
2014-08-27,1.461,,
2014-08-28,1.464,,
2014-08-31,1.477,,
2014-09-01,1.49,,
2014-09-02,1.507,,
2014-09-03,1.505,,
2014-09-04,1.504,,
2014-09-08,1.505,,
2014-09-09,1.495,,
2014-09-10,1.489,,
2014-09-11,1.488,,
2014-09-14,1.472,,
2014-09-15,1.462,,
2014-09-16,1.473,,
2014-09-17,1.479,,
2014-09-18,1.49,,
2014-09-21,1.471,,
2014-09-22,1.469,,
2014-09-23,1.483,,
2014-09-24,1.48,,
2014-09-25,1.479,,
2014-09-28,1.457,,
2014-09-29,1.452,,
2014-10-07,1.472,,
2014-10-08,1.468,,
2014-10-09,1.455,,
2014-10-12,1.432,,
2014-10-13,1.424,,
2014-10-14,1.44,,
2014-10-15,1.438,,
2014-10-16,1.447,,
2014-10-19,1.465,,
2014-10-20,1.473,,
2014-10-21,1.473,,
2014-10-22,1.47,,
2014-10-23,1.48,,
2014-10-26,1.474,,
2014-10-27,1.485,,
2014-10-28,1.485,,
2014-10-29,1.483,,
2014-10-30,1.502,,
2014-11-02,1.508,,
2014-11-03,1.509,,
2014-11-04,1.493,,
2014-11-05,1.494,,
2014-11-06,1.501,,
2014-11-09,1.511,,
2014-11-10,1.512,,
2014-11-11,1.527,,
2014-11-12,1.523,,
2014-11-13,1.531,,
2014-11-16,1.52,,
2014-11-17,1.513,,
2014-11-18,1.504,,
2014-11-19,1.503,,
2014-11-20,1.503,,
2014-11-23,1.502,,
2014-11-24,1.511,,
2014-11-25,1.511,,
2014-11-26,1.506,,
2014-11-27,1.503,,
2014-11-30,1.469,,
2014-12-01,1.482,,
2014-12-02,1.472,,
2014-12-03,1.493,,
2014-12-04,1.487,,
2014-12-07,1.486,,
2014-12-08,1.44,,
2014-12-09,1.464,,
2014-12-10,1.444,,
2014-12-11,1.453,,
2014-12-14,1.445,,
2014-12-15,1.444,,
2014-12-16,1.428,,
2014-12-17,1.429,,
2014-12-18,1.43,,
2014-12-21,1.436,,
2014-12-22,1.42,,
2014-12-23,1.415,,
2014-12-24,1.413,,
2014-12-25,1.414,,
2014-12-28,1.452,,
2014-12-29,1.462,,
2014-12-30,1.489,,
2015-01-04,1.501,,
2015-01-05,1.49,,
2015-01-06,1.489,,
2015-01-07,1.492,,
2015-01-08,1.511,,
2015-01-11,1.494,,
2015-01-12,1.495,,
2015-01-13,1.487,,
2015-01-14,1.505,,
2015-01-15,1.503,,
2015-01-18,1.443,,
2015-01-19,1.469,,
2015-01-20,1.494,,
2015-01-21,1.492,,
2015-01-22,1.512,,
2015-01-25,1.513,,
2015-01-26,1.497,,
2015-01-27,1.493,,
2015-01-28,1.475,,
2015-01-29,1.481,,
2015-02-01,1.461,,
2015-02-02,1.471,,
2015-02-03,1.465,,
2015-02-04,1.462,,
2015-02-05,1.454,,
2015-02-08,1.452,,
2015-02-09,1.407,,
