date,unit_value,accum_value,daily_ret_pct
2024-11-12,3.8988,,
2024-11-13,3.8731,,
2024-11-14,3.8039,,
2024-11-17,3.8277,,
2024-11-18,3.8813,,
2024-11-19,3.8887,,
2024-11-20,3.8572,,
2024-11-21,3.8531,,
2024-11-24,3.8446,,
2024-11-25,3.8494,,
2024-11-26,3.8408,,
2024-11-27,3.834,,
2024-11-28,3.8635,,
2024-12-01,3.9057,,
2024-12-02,3.9429,,
2024-12-03,4.0045,,
2024-12-04,3.979,,
2024-12-05,4.0113,,
2024-12-08,4.0016,,
2024-12-09,3.9801,,
2024-12-10,4.0445,,
2024-12-11,4.0337,,
2024-12-12,4.0471,,
2024-12-15,4.0856,,
2024-12-16,4.0704,,
2024-12-17,3.9491,,
2024-12-18,3.9421,,
2024-12-19,3.9696,,
2024-12-22,4.006,,
2024-12-23,4.0538,,
2024-12-24,4.0525,,
2024-12-25,4.0416,,
2024-12-26,3.9975,,
2024-12-29,3.9582,,
2024-12-30,3.929,,
2025-01-01,3.9224,,
2025-01-02,3.9734,,
2025-01-05,4.0214,,
2025-01-06,3.959,,
2025-01-07,3.9526,,
2025-01-08,3.9487,,
2025-01-09,3.9101,,
2025-01-12,3.8784,,
2025-01-13,3.8789,,
2025-01-14,3.9474,,
2025-01-15,3.9467,,
2025-01-16,3.9895,,
2025-01-19,3.9941,,
2025-01-20,4.0221,,
2025-01-21,4.0504,,
2025-01-22,4.0668,,
2025-01-23,4.0634,,
2025-01-26,3.9507,,
2025-02-04,4.0134,,
2025-02-05,4.0312,,
2025-02-06,3.9999,,
2025-02-09,4.0374,,
2025-02-10,4.0269,,
2025-02-11,4.0355,,
2025-02-12,4.0725,,
2025-02-13,4.0938,,
2025-02-16,4.0984,,
2025-02-17,4.106,,
2025-02-18,4.0919,,
2025-02-19,4.0581,,
2025-02-20,4.0089,,
2025-02-23,3.9621,,
2025-02-24,3.9049,,
2025-02-25,3.9497,,
2025-02-26,3.8542,,
2025-02-27,3.8813,,
2025-03-02,3.812,,
2025-03-03,3.7937,,
2025-03-04,3.8613,,
2025-03-05,3.7956,,
2025-03-06,3.7975,,
2025-03-09,3.6641,,
2025-03-10,3.6739,,
2025-03-11,3.7156,,
2025-03-12,3.6541,,
2025-03-13,3.7477,,
2025-03-16,3.7623,,
2025-03-17,3.7275,,
2025-03-18,3.7658,,
2025-03-19,3.7435,,
2025-03-20,3.7431,,
2025-03-23,3.8146,,
2025-03-24,3.8158,,
2025-03-25,3.7465,,
2025-03-26,3.7268,,
2025-03-27,3.6531,,
2025-03-30,3.6453,,
2025-03-31,3.6806,,
2025-04-01,3.6969,,
2025-04-02,3.5261,,
2025-04-06,3.2764,,
2025-04-07,3.2544,,
2025-04-08,3.5193,,
2025-04-09,3.4306,,
2025-04-10,3.4839,,
2025-04-13,3.5184,,
2025-04-14,3.5273,,
2025-04-15,3.4466,,
2025-04-16,3.4488,,
2025-04-17,3.4466,,
2025-04-20,3.3824,,
2025-04-21,3.4504,,
2025-04-22,3.5345,,
2025-04-23,3.6066,,
2025-04-24,3.6455,,
2025-04-27,3.6453,,
2025-04-28,3.6743,,
2025-04-29,3.6754,,
2025-05-05,3.7603,,
2025-05-06,3.7671,,
2025-05-07,3.7929,,
2025-05-08,3.7881,,
2025-05-11,3.9025,,
2025-05-12,3.9424,,
2025-05-13,3.9683,,
2025-05-14,3.9689,,
2025-05-15,3.9864,,
2025-05-18,3.9946,,
2025-05-19,3.9984,,
2025-05-20,3.961,,
2025-05-21,3.9571,,
2025-05-22,3.9303,,
2025-05-25,3.9311,,
2025-05-26,3.9979,,
2025-05-27,3.9634,,
2025-05-28,3.9671,,
2025-05-29,3.9677,,
2025-06-02,4.0286,,
2025-06-03,4.0453,,
2025-06-04,4.0205,,
2025-06-05,4.0486,,
2025-06-08,4.0602,,
2025-06-09,4.0617,,
2025-06-10,4.0703,,
2025-06-11,4.0786,,
2025-06-12,4.0435,,
2025-06-15,4.0812,,
2025-06-16,4.0474,,
2025-06-17,4.0508,,
2025-06-18,4.0345,,
2025-06-19,4.0294,,
2025-06-22,4.0557,,
2025-06-23,4.1105,,
2025-06-24,4.1126,,
2025-06-25,4.1572,,
2025-06-26,4.1848,,
2025-06-29,4.2099,,
2025-06-30,4.1572,,
2025-07-01,4.1774,,
2025-07-02,4.2154,,
2025-07-03,4.2186,,
2025-07-06,4.2057,,
2025-07-07,4.202,,
2025-07-08,4.2351,,
2025-07-09,4.2319,,
2025-07-10,4.2123,,
2025-07-13,4.2326,,
2025-07-14,4.2406,,
2025-07-15,4.2505,,
2025-07-16,4.2656,,
2025-07-17,4.2786,,
2025-07-20,4.2742,,
2025-07-21,4.2375,,
2025-07-22,4.2654,,
2025-07-23,4.2645,,
2025-07-24,4.2712,,
2025-07-27,4.2823,,
2025-07-28,4.301,,
2025-07-29,4.3008,,
2025-07-30,4.2954,,
2025-07-31,4.2034,,
2025-08-03,4.2765,,
2025-08-04,4.2493,,
2025-08-05,4.3039,,
2025-08-06,4.3245,,
2025-08-07,4.3561,,
2025-08-10,4.3373,,
2025-08-11,4.3816,,
2025-08-12,4.3708,,
2025-08-13,4.3719,,
2025-08-14,4.3723,,
2025-08-17,4.3908,,
2025-08-18,4.3071,,
2025-08-19,4.2935,,
2025-08-20,4.2819,,
2025-08-21,4.342,,
2025-08-24,4.3247,,
2025-08-25,4.3411,,
2025-08-26,4.336,,
2025-08-27,4.386,,
2025-08-28,4.341,,
2025-08-31,4.3444,,
2025-09-01,4.2902,,
2025-09-02,4.3263,,
2025-09-03,4.3347,,
2025-09-04,4.3445,,
2025-09-07,4.393,,
2025-09-08,4.4339,,
2025-09-09,4.4327,,
2025-09-10,4.4667,,
2025-09-11,4.4797,,
2025-09-14,4.5163,,
2025-09-15,4.5194,,
2025-09-16,4.5299,,
2025-09-17,4.5749,,
2025-09-18,4.6005,,
2025-09-21,4.625,,
2025-09-22,4.5776,,
2025-09-23,4.5626,,
2025-09-24,4.5429,,
2025-09-25,4.5527,,
2025-09-28,4.5924,,
2025-09-29,4.6233,,
2025-10-08,4.7393,,
2025-10-09,4.5474,,
2025-10-12,4.652,,
2025-10-13,4.5708,,
2025-10-14,4.6241,,
2025-10-15,4.6253,,
2025-10-16,4.595,,
2025-10-19,4.6335,,
2025-10-20,4.6023,,
2025-10-21,4.5522,,
2025-10-22,4.6246,,
2025-10-23,4.7494,,
2025-10-26,4.8298,,
2025-10-27,4.8232,,
2025-10-28,4.914,,
2025-10-29,4.8193,,
2025-10-30,4.8588,,
2025-11-02,4.8751,,
2025-11-03,4.7476,,
2025-11-04,4.8323,,
2025-11-05,4.7425,,
2025-11-06,4.7618,,
2025-11-09,4.8972,,
2025-11-10,4.8435,,
2025-11-11,4.8514,,
2025-11-12,4.7028,,
2025-11-13,4.6695,,
2025-11-16,4.6608,,
2025-11-17,4.5721,,
2025-11-18,4.6173,,
2025-11-19,4.4624,,
2025-11-20,4.4435,,
2025-11-23,4.5919,,
2025-11-24,4.6091,,
2025-11-25,4.6464,,
2025-11-26,4.6632,,
2025-11-27,4.7042,,
2025-11-30,4.6663,,
2025-12-01,4.6609,,
2025-12-02,4.6568,,
2025-12-03,4.7082,,
2025-12-04,4.7321,,
2025-12-07,4.7593,,
2025-12-08,4.7586,,
2025-12-09,4.7715,,
2025-12-10,4.7603,,
2025-12-11,4.629,,
2025-12-14,4.5783,,
2025-12-15,4.5559,,
2025-12-16,4.4976,,
2025-12-17,4.5593,,
2025-12-18,4.6417,,
2025-12-21,4.705,,
2025-12-22,4.7213,,
2025-12-23,4.7416,,
2025-12-24,4.7376,,
2025-12-25,4.7354,,
2025-12-28,4.6987,,
2025-12-29,4.6933,,
2025-12-30,4.6521,,
2026-01-04,4.7337,,
2026-01-05,4.8206,,
2026-01-06,4.8463,,
2026-01-07,4.8025,,
2026-01-08,4.876,,
2026-01-11,4.93,,
2026-01-12,4.9169,,
2026-01-13,4.893,,
2026-01-14,4.9363,,
2026-01-15,4.9719,,
2026-01-18,4.9606,,
2026-01-19,4.8748,,
2026-01-20,4.9606,,
2026-01-21,4.9855,,
2026-01-22,4.9598,,
2026-01-25,4.9581,,
2026-01-26,5.0512,,
2026-01-27,5.1155,,
2026-01-28,5.0843,,
2026-01-29,5.0376,,
2026-02-01,5.0261,,
2026-02-02,5.0188,,
2026-02-03,4.8743,,
2026-02-04,4.8188,,
2026-02-05,4.9177,,
2026-02-08,5.0061,,
2026-02-09,5.0064,,
2026-02-10,5.0362,,
2026-02-11,5.0382,,
2026-02-12,5.0543,,
2026-02-23,5.2389,,
2026-02-24,5.2637,,
2026-02-25,5.1786,,
2026-02-26,5.1398,,
2026-03-01,5.1437,,
2026-03-02,4.9847,,
2026-03-03,5.0185,,
2026-03-04,5.0004,,
2026-03-05,4.8967,,
2026-03-08,4.9721,,
2026-03-09,5.0595,,
2026-03-10,5.0935,,
2026-03-11,4.9799,,
2026-03-12,4.9686,,
2026-03-15,5.0686,,
2026-03-16,5.0641,,
2026-03-17,5.11,,
2026-03-18,5.0696,,
2026-03-19,4.9514,,
2026-03-22,4.9328,,
2026-03-23,4.9748,,
2026-03-24,5.0453,,
2026-03-25,4.8604,,
2026-03-26,4.8031,,
2026-03-29,4.742,,
2026-03-30,4.826,,
2026-03-31,5.0377,,
2026-04-01,4.9572,,
2026-04-02,4.9793,,
2026-04-06,5.0168,,
2026-04-07,5.2943,,
2026-04-08,5.3879,,
2026-04-09,5.4461,,
2026-04-12,5.5133,,
2026-04-13,5.6151,,
2026-04-14,5.5597,,
2026-04-15,5.613,,
2026-04-16,5.6601,,
2026-04-19,5.6865,,
2026-04-20,5.6612,,
2026-04-21,5.7988,,
2026-04-22,5.7475,,
2026-04-23,5.7816,,
2026-04-26,5.7986,,
2026-04-27,5.6694,,
2026-04-28,5.6878,,
2026-04-29,5.7895,,
2026-05-05,6.1067,,
2026-05-06,6.1222,,
2026-05-07,6.2601,,
2026-05-10,6.3643,,
2026-05-11,6.287,,
2026-05-12,6.5187,,
2026-05-13,6.4554,,
2026-05-14,6.2804,,
2026-05-17,6.2525,,
2026-05-18,6.1855,,
2026-05-19,6.3169,,
2026-05-20,6.3839,,
2026-05-21,6.5402,,
2026-05-24,6.6215,,
2026-05-25,6.758,,
2026-05-26,6.7582,,
2026-05-27,6.828,,
2026-05-28,6.8314,,
2026-05-31,6.8347,,
2026-06-01,6.9091,,
2026-06-02,6.9623,,
2026-06-03,6.8709,,
2026-06-04,6.5048,,
2026-06-07,6.544,,
2026-06-08,6.5295,,
2026-06-09,6.342,,
2026-06-10,6.6019,,
2026-06-11,6.6909,,
2026-06-14,7.0679,,
2026-06-15,6.9684,,
2026-06-16,7.0938,,
